Data,Receitas,Despesas,Categoria,Região,Cliente_Chave,Data da Transação,Categoria da Transação,Descrição,Valor,Método de Pagamento,Contas a Pagar e a Receber,Data de Vencimento,Valor Contas,Status,Saldo Inicial,Centro de Custo/Departamento,Receitas Recorrentes,Previsão de Receita,Previsão de Despesas,Valor do Empréstimo,Parcelas e Vencimentos,Valor de Impostos,Datas de Vencimento Impostos,Estoque,Custos de Produção
2023-02-02,62393,9622,SEO/SEM,Sudeste,Não,2023-11-08,Anúncios Online,Produção de Vídeo,29968,Boleto,A Pagar,2023-01-27,11073,Pendente,182797,Relacionamento com Cliente,40177,83314,20712,189431,28 parcelas até 2023-05-29,4992,2023-07-19,38,28271
2023-02-03,40451,39049,SEO/SEM,Sudeste,Sim,2023-08-03,Design Gráfico,Produção de Vídeo,54047,Transferência,A Receber,2023-12-31,22580,Pendente,162770,Relacionamento com Cliente,18049,58403,32140,44124,33 parcelas até 2023-04-05,12588,2023-06-13,23,2412
2023-02-04,54617,43492,Campanha Publicitária,Nordeste,Sim,2023-01-14,Consultoria de Marketing,Produção de Vídeo,35477,Boleto,A Pagar,2023-09-24,13259,Pendente,116629,Publicidade,28873,114126,23960,212635,32 parcelas até 2023-11-03,9631,2023-09-16,33,9790
2023-02-05,27062,49801,Criação de Conteúdo,Sul,Sim,2023-08-05,Design Gráfico,Gestão de Redes Sociais,52152,Transferência,A Receber,2023-12-16,9208,Pendente,38517,E-commerce,14721,66961,26837,354289,24 parcelas até 2023-03-12,23883,2023-02-08,39,21562
2023-02-06,26704,8424,E-commerce,Norte,Não,2023-02-10,Consultoria de Marketing,Produção de Vídeo,70097,Cartão de Crédito,A Pagar,2023-04-27,8040,Atrasado,195243,Marketing Digital,34733,72740,11785,263835,20 parcelas até 2023-09-04,6855,2023-08-22,34,7961
2023-02-07,10231,8347,Campanha Publicitária,Sudeste,Não,2023-07-02,Design Gráfico,Pagamento por Campanha,77494,Boleto,A Pagar,2023-07-27,12908,Pago,143325,E-commerce,32839,73013,62837,264459,32 parcelas até 2023-12-15,3752,2023-10-16,41,7366
2023-02-08,64809,35092,Campanha Publicitária,Nordeste,Sim,2023-10-22,Design Gráfico,Taxa de Anúncio,25610,PIX,A Pagar,2023-11-26,16495,Pago,137230,Publicidade,42201,95987,29188,355461,24 parcelas até 2023-12-22,29653,2023-10-22,6,8959
2023-02-09,61326,9636,Criação de Conteúdo,Sul,Sim,2023-04-13,Design Gráfico,Produção de Vídeo,18430,Transferência,A Receber,2023-02-15,36097,Pendente,81814,E-commerce,26174,36908,58830,435492,31 parcelas até 2023-09-22,17989,2023-02-27,12,7459
2023-02-10,32804,41598,E-commerce,Sudeste,Não,2023-11-01,Consultoria de Marketing,Taxa de Anúncio,32808,Cartão de Crédito,A Receber,2023-10-05,5973,Pago,51267,Marketing Digital,28197,118349,25497,336076,32 parcelas até 2023-03-03,24891,2023-06-20,26,18913
2023-02-11,46715,41530,Campanha Publicitária,Sul,Não,2023-08-02,Design Gráfico,Produção de Vídeo,68746,Cartão de Crédito,A Pagar,2023-06-18,15128,Pago,175273,Relacionamento com Cliente,49584,57117,63238,102982,6 parcelas até 2023-09-14,18197,2023-06-02,21,19336
2023-02-12,54048,27297,SEO/SEM,Norte,Não,2023-10-09,Planejamento de Mídia,Pagamento por Campanha,72220,Boleto,A Pagar,2023-02-19,8276,Pendente,45364,Publicidade,16509,50709,16777,44015,25 parcelas até 2023-01-01,15028,2023-08-12,7,23495
2023-02-13,51658,8829,Criação de Conteúdo,Nordeste,Não,2023-08-01,Design Gráfico,Pagamento por Campanha,23501,Transferência,A Pagar,2023-03-19,13027,Pendente,78054,Publicidade,11527,104794,59062,93691,26 parcelas até 2023-01-13,3842,2023-09-17,21,24934
2023-02-14,56777,14423,Criação de Conteúdo,Sul,Não,2023-06-09,Planejamento de Mídia,Gestão de Redes Sociais,13908,PIX,A Pagar,2023-06-24,31921,Pendente,181771,Marketing Digital,12007,91241,59453,411826,31 parcelas até 2023-03-11,26969,2023-11-10,37,15901
2023-02-15,10919,29481,Campanha Publicitária,Sul,Sim,2023-03-06,Consultoria de Marketing,Pagamento por Campanha,12103,Transferência,A Receber,2023-09-25,5324,Atrasado,89954,Relacionamento com Cliente,38804,88488,23548,39337,21 parcelas até 2023-07-30,15281,2023-03-09,16,18495
2023-02-16,10895,3443,E-commerce,Norte,Sim,2023-12-21,Design Gráfico,Taxa de Anúncio,16134,PIX,A Pagar,2023-08-19,36236,Pago,43493,Marketing Digital,39289,103612,39682,288658,1 parcelas até 2023-10-22,27513,2023-03-25,14,5634
2023-02-17,41668,32537,E-commerce,Nordeste,Não,2023-10-31,Anúncios Online,Gestão de Redes Sociais,13289,PIX,A Receber,2023-03-09,15499,Pendente,46272,Marketing Digital,17535,131999,62993,43422,14 parcelas até 2023-02-16,29436,2023-08-14,29,26821
2023-02-18,68130,38168,Criação de Conteúdo,Sudeste,Não,2023-12-11,Consultoria de Marketing,Taxa de Anúncio,31830,Transferência,A Receber,2023-01-29,23956,Atrasado,197970,Relacionamento com Cliente,34691,74818,32201,104283,11 parcelas até 2023-11-11,19447,2023-10-25,45,29501
2023-02-19,15253,20763,Criação de Conteúdo,Nordeste,Não,2023-05-13,Planejamento de Mídia,Gestão de Redes Sociais,70077,Cartão de Crédito,A Pagar,2023-04-29,25394,Atrasado,173603,Publicidade,42055,69392,22153,490214,7 parcelas até 2023-11-28,17206,2023-11-24,22,16714
2023-02-20,28153,3354,SEO/SEM,Nordeste,Sim,2023-06-19,Consultoria de Marketing,Gestão de Redes Sociais,5834,Cartão de Crédito,A Receber,2023-01-05,38368,Atrasado,90400,Relacionamento com Cliente,21597,145085,38706,103984,19 parcelas até 2023-01-10,26212,2023-12-02,42,24249
2023-02-21,37081,34512,E-commerce,Sul,Sim,2023-02-27,Design Gráfico,Produção de Vídeo,69038,PIX,A Pagar,2023-10-11,35429,Pendente,169406,Relacionamento com Cliente,26713,127362,58226,358380,6 parcelas até 2023-12-15,27582,2023-12-24,17,8265
2023-02-22,41630,7639,Criação de Conteúdo,Norte,Sim,2023-10-28,Planejamento de Mídia,Pagamento por Campanha,43420,PIX,A Receber,2023-09-26,2328,Pendente,129215,Relacionamento com Cliente,20039,148978,18842,146561,32 parcelas até 2023-11-25,26569,2023-07-08,48,6287
2023-02-23,6477,7653,Criação de Conteúdo,Sul,Sim,2023-06-19,Planejamento de Mídia,Pagamento por Campanha,19019,Boleto,A Receber,2023-09-12,21835,Pago,98332,E-commerce,17104,95432,23222,218215,11 parcelas até 2023-04-12,17135,2023-08-22,34,19348
2023-02-24,64429,33951,Campanha Publicitária,Norte,Não,2023-01-02,Planejamento de Mídia,Gestão de Redes Sociais,74523,Cartão de Crédito,A Pagar,2023-06-07,30424,Pago,98016,Publicidade,12065,130865,37394,302950,5 parcelas até 2023-06-10,24628,2023-03-20,24,14109
2023-02-25,51495,16365,SEO/SEM,Sul,Não,2023-03-09,Design Gráfico,Gestão de Redes Sociais,14310,PIX,A Pagar,2023-11-24,12059,Atrasado,118587,Publicidade,11670,90565,31792,40027,36 parcelas até 2023-01-25,7182,2023-03-08,42,11933
2023-02-26,57200,38749,Criação de Conteúdo,Nordeste,Sim,2023-08-19,Design Gráfico,Taxa de Anúncio,64735,Cartão de Crédito,A Pagar,2023-07-04,39847,Atrasado,68738,Relacionamento com Cliente,32105,49149,43942,173437,30 parcelas até 2023-08-13,28121,2023-01-25,24,12837
2023-02-27,27481,20765,Criação de Conteúdo,Sudeste,Sim,2023-11-03,Anúncios Online,Pagamento por Campanha,44943,Boleto,A Receber,2023-05-26,13983,Pago,58282,Publicidade,21838,43563,43242,495929,6 parcelas até 2023-10-28,29923,2023-08-11,31,21778
2023-02-28,32099,40967,Campanha Publicitária,Norte,Não,2023-10-07,Anúncios Online,Produção de Vídeo,56754,Cartão de Crédito,A Receber,2023-09-27,33910,Atrasado,53406,E-commerce,49573,32665,65075,370965,36 parcelas até 2023-12-10,24811,2023-08-28,6,29605
2023-03-01,45742,37728,Campanha Publicitária,Norte,Sim,2023-12-02,Consultoria de Marketing,Taxa de Anúncio,54497,Cartão de Crédito,A Pagar,2023-09-22,8322,Pendente,192292,Marketing Digital,32890,34383,15434,261819,18 parcelas até 2023-06-02,19326,2023-11-30,11,26824
2023-03-02,8833,14714,Campanha Publicitária,Sudeste,Não,2023-09-15,Design Gráfico,Gestão de Redes Sociais,19997,PIX,A Pagar,2023-10-23,29944,Pago,111231,Marketing Digital,32652,53452,69167,117704,30 parcelas até 2023-09-14,5548,2023-09-17,43,24546
2023-03-03,46677,5857,Campanha Publicitária,Norte,Não,2023-06-11,Consultoria de Marketing,Taxa de Anúncio,78854,Boleto,A Receber,2023-12-22,2764,Pago,78305,Publicidade,10869,41398,58068,318556,35 parcelas até 2023-03-20,11427,2023-04-07,19,25996
2023-03-04,43311,4561,Criação de Conteúdo,Norte,Sim,2023-07-18,Planejamento de Mídia,Taxa de Anúncio,41257,Cartão de Crédito,A Pagar,2023-02-19,32985,Pendente,85876,Marketing Digital,25431,84618,35428,216080,11 parcelas até 2023-03-18,12202,2023-04-16,12,2351
2023-03-05,62827,46697,SEO/SEM,Sul,Sim,2023-03-07,Anúncios Online,Taxa de Anúncio,76830,Transferência,A Receber,2023-04-08,18649,Atrasado,120912,Marketing Digital,28635,42552,16738,84531,28 parcelas até 2023-01-16,22614,2023-03-31,14,8970
2023-03-06,64814,39580,E-commerce,Norte,Sim,2023-06-21,Design Gráfico,Taxa de Anúncio,26042,PIX,A Pagar,2023-06-16,32996,Pago,126613,Marketing Digital,20558,48100,28616,262751,26 parcelas até 2023-12-02,26370,2023-01-02,27,20129
2023-03-07,6274,14708,Campanha Publicitária,Sudeste,Não,2023-08-24,Design Gráfico,Pagamento por Campanha,22753,Boleto,A Pagar,2023-03-08,28677,Atrasado,56755,E-commerce,27013,41428,55603,428240,10 parcelas até 2023-12-18,29295,2023-10-05,38,23610
2023-03-08,24590,29705,Criação de Conteúdo,Sul,Sim,2023-03-25,Planejamento de Mídia,Taxa de Anúncio,54254,PIX,A Receber,2023-10-06,30264,Pendente,138791,E-commerce,26564,90769,65530,212878,24 parcelas até 2023-07-08,20173,2023-09-22,36,24839
2023-03-09,55123,48042,SEO/SEM,Sudeste,Sim,2023-03-12,Consultoria de Marketing,Gestão de Redes Sociais,40350,PIX,A Receber,2023-02-04,12911,Pago,77104,Publicidade,44554,111876,18898,97207,27 parcelas até 2023-04-17,22268,2023-09-05,33,20469
2023-03-10,12023,12465,E-commerce,Norte,Sim,2023-05-01,Anúncios Online,Gestão de Redes Sociais,17200,PIX,A Receber,2023-05-09,16478,Atrasado,65739,Marketing Digital,30138,125683,36906,55048,29 parcelas até 2023-06-28,26089,2023-05-12,21,11248
2023-03-11,61054,34406,Campanha Publicitária,Norte,Sim,2023-02-09,Anúncios Online,Gestão de Redes Sociais,50810,Cartão de Crédito,A Receber,2023-02-10,29652,Pendente,63890,Relacionamento com Cliente,44800,122106,46059,334611,31 parcelas até 2023-08-23,13906,2023-03-05,32,28610
2023-03-12,27396,15038,E-commerce,Sudeste,Não,2023-06-17,Consultoria de Marketing,Gestão de Redes Sociais,23212,Transferência,A Receber,2023-11-27,35796,Atrasado,50042,E-commerce,27542,144116,50334,68625,31 parcelas até 2023-03-11,15977,2023-08-09,48,25079
2023-03-13,7982,14179,Campanha Publicitária,Sul,Não,2023-10-02,Consultoria de Marketing,Gestão de Redes Sociais,64414,PIX,A Receber,2023-07-13,6028,Pendente,88448,Publicidade,13686,77200,51813,494470,31 parcelas até 2023-09-13,29813,2023-04-25,15,21821
2023-03-14,48180,28577,E-commerce,Nordeste,Sim,2023-11-12,Design Gráfico,Taxa de Anúncio,18135,Cartão de Crédito,A Receber,2023-03-15,7547,Pago,38276,Relacionamento com Cliente,40281,90287,35530,268475,14 parcelas até 2023-06-16,28038,2023-03-30,5,2313
2023-03-15,18418,5871,Campanha Publicitária,Norte,Sim,2023-01-22,Consultoria de Marketing,Taxa de Anúncio,34519,Transferência,A Pagar,2023-04-30,27715,Pendente,58149,Marketing Digital,44300,145572,11349,136936,1 parcelas até 2023-10-21,4545,2023-06-09,13,27201
2023-03-16,54319,43240,Criação de Conteúdo,Sudeste,Sim,2023-08-01,Design Gráfico,Taxa de Anúncio,12674,Boleto,A Receber,2023-01-06,27856,Pago,195041,Marketing Digital,19778,121289,11122,36031,28 parcelas até 2023-01-07,19079,2023-02-27,36,5241
2023-03-17,53358,23869,SEO/SEM,Norte,Sim,2023-06-25,Design Gráfico,Gestão de Redes Sociais,78423,Cartão de Crédito,A Receber,2023-08-02,8052,Pago,158699,Marketing Digital,36184,92340,60124,135810,13 parcelas até 2023-06-25,4699,2023-04-07,28,6437
2023-03-18,27650,40504,Criação de Conteúdo,Sudeste,Não,2023-03-21,Planejamento de Mídia,Pagamento por Campanha,75568,PIX,A Pagar,2023-11-21,33085,Pago,71673,Publicidade,36495,27200,24379,428774,33 parcelas até 2023-01-11,9690,2023-11-29,21,12300
2023-03-19,57294,26996,Criação de Conteúdo,Sul,Sim,2023-04-08,Planejamento de Mídia,Pagamento por Campanha,43384,PIX,A Pagar,2023-10-02,23686,Pago,190506,Publicidade,36576,39998,28733,407208,21 parcelas até 2023-07-05,23576,2023-06-30,29,12448
2023-03-20,49370,42120,Criação de Conteúdo,Norte,Não,2023-05-11,Consultoria de Marketing,Produção de Vídeo,19539,Boleto,A Pagar,2023-11-03,18296,Pago,47969,Publicidade,33110,76409,62465,454863,34 parcelas até 2023-07-24,28188,2023-02-22,15,20048
2023-03-21,39220,45408,Campanha Publicitária,Sudeste,Não,2023-03-26,Design Gráfico,Pagamento por Campanha,69385,Boleto,A Pagar,2023-06-08,6230,Atrasado,149600,E-commerce,32701,119664,41922,481497,20 parcelas até 2023-03-30,27212,2023-03-22,8,10767
2023-03-22,5946,37731,E-commerce,Norte,Sim,2023-09-07,Design Gráfico,Gestão de Redes Sociais,6799,Transferência,A Pagar,2023-05-18,6924,Atrasado,106265,E-commerce,44999,46724,38331,295657,18 parcelas até 2023-07-04,10701,2023-02-18,20,8134
2023-03-23,67544,4384,Campanha Publicitária,Nordeste,Não,2023-04-27,Consultoria de Marketing,Taxa de Anúncio,14169,PIX,A Receber,2023-01-08,3049,Pendente,45318,Marketing Digital,37842,94569,49349,446663,8 parcelas até 2023-12-10,20866,2023-03-05,17,5043
2023-03-24,32612,14447,E-commerce,Norte,Não,2023-09-13,Planejamento de Mídia,Gestão de Redes Sociais,45627,PIX,A Pagar,2023-10-14,35599,Atrasado,154975,E-commerce,33996,60079,22280,439315,26 parcelas até 2023-02-14,19579,2023-08-08,11,18864
2023-03-25,38496,28508,Campanha Publicitária,Sul,Não,2023-06-21,Planejamento de Mídia,Pagamento por Campanha,20698,Boleto,A Pagar,2023-07-04,6938,Pago,143999,Relacionamento com Cliente,15254,45565,55658,456435,36 parcelas até 2023-10-14,15386,2023-12-18,26,19279
2023-03-26,43597,20252,SEO/SEM,Nordeste,Sim,2023-11-30,Planejamento de Mídia,Gestão de Redes Sociais,78482,Cartão de Crédito,A Receber,2023-05-17,10251,Pendente,35815,Relacionamento com Cliente,45933,99246,62563,74525,16 parcelas até 2023-12-12,22500,2023-07-03,43,24553
2023-03-27,50108,33583,Campanha Publicitária,Sul,Não,2023-02-12,Anúncios Online,Pagamento por Campanha,25113,Cartão de Crédito,A Pagar,2023-01-11,29784,Pendente,58535,Marketing Digital,14366,85634,10711,194694,32 parcelas até 2023-09-12,24319,2023-10-17,48,8692
2023-03-28,10731,24001,Campanha Publicitária,Sul,Não,2023-01-02,Planejamento de Mídia,Taxa de Anúncio,31723,PIX,A Receber,2023-03-19,11391,Pendente,124455,Publicidade,13500,27747,56555,377566,35 parcelas até 2023-01-25,3437,2023-08-27,16,14671
2023-03-29,51414,9034,E-commerce,Norte,Não,2023-07-21,Anúncios Online,Produção de Vídeo,65419,Boleto,A Receber,2023-08-07,27426,Pago,128997,E-commerce,49166,141257,11498,343983,11 parcelas até 2023-09-08,25030,2023-04-18,25,16705
2023-03-30,46868,31550,Campanha Publicitária,Sudeste,Não,2023-10-26,Design Gráfico,Pagamento por Campanha,72006,Transferência,A Pagar,2023-06-01,25486,Pago,119205,Relacionamento com Cliente,15579,53119,44303,191473,26 parcelas até 2023-08-26,17409,2023-01-23,14,27600
2023-03-31,68154,8199,Campanha Publicitária,Sul,Não,2023-09-29,Anúncios Online,Taxa de Anúncio,59754,Boleto,A Pagar,2023-11-29,38861,Pago,66277,E-commerce,37411,146510,12436,487375,10 parcelas até 2023-12-22,27108,2023-09-10,10,17220
2023-04-01,67815,45925,E-commerce,Norte,Sim,2023-11-19,Design Gráfico,Gestão de Redes Sociais,12559,Transferência,A Receber,2023-05-04,25076,Pago,189855,Relacionamento com Cliente,12012,147102,62130,94718,14 parcelas até 2023-08-07,9033,2023-12-07,48,27391
2023-04-02,19486,7158,SEO/SEM,Nordeste,Não,2023-09-26,Consultoria de Marketing,Pagamento por Campanha,11944,Transferência,A Receber,2023-08-22,35300,Pago,49696,E-commerce,34410,101730,51637,309493,35 parcelas até 2023-08-29,6352,2023-04-29,22,10009
2023-04-03,69916,6108,SEO/SEM,Norte,Não,2023-02-04,Design Gráfico,Taxa de Anúncio,4127,Transferência,A Pagar,2023-08-27,27117,Atrasado,41967,Marketing Digital,17593,54499,54077,279991,19 parcelas até 2023-07-22,4961,2023-03-29,8,3334
2023-04-04,66025,10539,SEO/SEM,Sul,Sim,2023-03-22,Planejamento de Mídia,Taxa de Anúncio,4551,Cartão de Crédito,A Receber,2023-09-06,15087,Pago,61172,E-commerce,19292,101769,14131,86901,9 parcelas até 2023-11-30,11012,2023-03-15,24,10046
2023-04-05,6426,10986,E-commerce,Norte,Sim,2023-05-18,Consultoria de Marketing,Gestão de Redes Sociais,75084,Cartão de Crédito,A Pagar,2023-02-02,33543,Pago,185007,Relacionamento com Cliente,25875,65951,45599,153247,36 parcelas até 2023-03-09,6455,2023-11-09,39,21377
2023-04-06,49511,45764,SEO/SEM,Sudeste,Sim,2023-03-13,Design Gráfico,Taxa de Anúncio,68978,PIX,A Pagar,2023-09-11,38867,Atrasado,30350,E-commerce,43821,36293,61788,401581,23 parcelas até 2023-01-01,3842,2023-11-24,17,22013
