Data,Receitas,Despesas,Categoria,Região,Cliente_Chave,Data da Transação,Categoria da Transação,Descrição,Valor,Método de Pagamento,Contas a Pagar e a Receber,Data de Vencimento,Valor Contas,Status,Saldo Inicial,Centro de Custo/Departamento,Receitas Recorrentes,Previsão de Receita,Previsão de Despesas,Valor do Empréstimo,Parcelas e Vencimentos,Valor de Impostos,Datas de Vencimento Impostos,Estoque,Custos de Produção
2023-01-29,50909,77803,Produção,Nordeste,Sim,2023-05-12,Venda de Produtos,Venda a cliente,47743,Transferência,A Receber,2023-03-02,67981,Pendente,287486,Produção,31049,237289,118964,642659,33 parcelas até 2023-02-24,41272,2023-01-24,216,107845
2023-01-30,50454,32762,Manutenção de Máquinas,Sudeste,Sim,2023-12-13,Venda de Produtos,Venda a cliente,105048,PIX,A Pagar,2023-06-19,16317,Pendente,149796,Produção,38095,162924,140024,470132,23 parcelas até 2023-10-07,23193,2023-10-03,359,10537
2023-01-31,67716,27315,Qualidade,Sul,Não,2023-11-23,Pagamento de Fornecedor,Aquisição de materiais,53281,PIX,A Receber,2023-09-03,64121,Pago,481892,Produção,91754,290682,103649,325420,30 parcelas até 2023-03-09,11266,2023-09-14,393,39738
2023-02-01,94387,6696,Logística,Sudeste,Não,2023-09-26,Compra de Matéria-prima,Venda a cliente,10224,Cartão de Crédito,A Pagar,2023-06-27,32142,Atrasado,325738,Produção,58778,237781,87474,466292,20 parcelas até 2023-02-21,17452,2023-12-17,338,90189
2023-02-02,51090,25618,Produção,Sul,Sim,2023-04-27,Compra de Matéria-prima,Reparo de máquina,46222,Transferência,A Receber,2023-03-05,50457,Atrasado,380136,Produção,42939,295742,95892,367686,29 parcelas até 2023-12-15,9778,2023-12-06,390,114957
2023-02-03,94651,32633,Qualidade,Sul,Não,2023-08-17,Manutenção de Equipamentos,Frete de entrega,10517,PIX,A Pagar,2023-07-17,64058,Pendente,191897,Produção,58397,56858,58057,293641,20 parcelas até 2023-07-23,17354,2023-08-28,309,90643
2023-02-04,59184,19011,Produção,Sul,Não,2023-06-27,Manutenção de Equipamentos,Reparo de máquina,52318,Cartão de Crédito,A Receber,2023-07-20,50724,Pago,215545,Manutenção,84077,225647,145546,330305,20 parcelas até 2023-04-23,37088,2023-05-31,296,73558
2023-02-05,63913,24684,Qualidade,Norte,Sim,2023-02-17,Manutenção de Equipamentos,Aquisição de materiais,98472,Cartão de Crédito,A Receber,2023-04-08,9116,Pago,143540,Produção,77612,274593,120980,172248,9 parcelas até 2023-11-14,6327,2023-06-27,422,70769
2023-02-06,32491,56434,Produção,Sul,Sim,2023-08-09,Pagamento de Fornecedor,Frete de entrega,76021,Transferência,A Receber,2023-06-09,34966,Pago,443246,Logística,73602,187756,143181,864614,31 parcelas até 2023-03-20,14599,2023-12-18,438,25513
2023-02-07,83276,68277,Produção,Sul,Não,2023-12-27,Compra de Matéria-prima,Reparo de máquina,60000,Boleto,A Receber,2023-11-05,26625,Pendente,105688,Manutenção,86025,209910,55888,182881,16 parcelas até 2023-04-30,48402,2023-09-18,297,140263
2023-02-08,70253,52888,Manutenção de Máquinas,Norte,Não,2023-01-07,Compra de Matéria-prima,Aquisição de materiais,111053,PIX,A Pagar,2023-05-28,39343,Atrasado,499679,Manutenção,56171,126027,60105,262323,36 parcelas até 2023-07-08,5253,2023-05-27,306,74071
2023-02-09,98082,32514,Manutenção de Máquinas,Sul,Não,2023-05-16,Manutenção de Equipamentos,Venda a cliente,116179,Transferência,A Pagar,2023-09-23,30068,Pendente,71701,Logística,40000,87637,35392,409275,29 parcelas até 2023-01-17,26666,2023-07-09,126,42288
2023-02-10,72131,52041,Logística,Sul,Sim,2023-02-23,Pagamento de Fornecedor,Frete de entrega,115024,Transferência,A Receber,2023-06-18,35584,Atrasado,282063,Manutenção,76592,141902,21632,225099,6 parcelas até 2023-01-17,45132,2023-05-29,326,127008
2023-02-11,36721,34279,Qualidade,Sul,Não,2023-01-26,Manutenção de Equipamentos,Aquisição de materiais,62333,Cartão de Crédito,A Receber,2023-07-24,51676,Pendente,288468,Controle de Qualidade,72864,199212,82448,626260,12 parcelas até 2023-03-07,49007,2023-09-17,249,25780
2023-02-12,18358,55869,Produção,Sul,Sim,2023-04-06,Compra de Matéria-prima,Frete de entrega,50348,PIX,A Receber,2023-07-19,42510,Pendente,458747,Produção,44720,68975,81169,893527,30 parcelas até 2023-03-24,46988,2023-05-15,394,38916
2023-02-13,18246,71352,Logística,Norte,Não,2023-05-04,Pagamento de Fornecedor,Frete de entrega,46183,Boleto,A Receber,2023-05-19,28596,Pendente,306491,Manutenção,54552,172579,64989,733502,3 parcelas até 2023-04-01,18899,2023-11-03,494,104204
2023-02-14,26743,58361,Logística,Nordeste,Não,2023-07-07,Compra de Matéria-prima,Venda a cliente,7643,Cartão de Crédito,A Receber,2023-04-03,50213,Atrasado,358626,Controle de Qualidade,94010,130069,118634,336303,10 parcelas até 2023-02-07,48647,2023-05-02,273,114464
2023-02-15,31875,36640,Logística,Nordeste,Sim,2023-10-07,Venda de Produtos,Reparo de máquina,39152,Boleto,A Pagar,2023-05-03,14283,Atrasado,252967,Logística,62313,118836,107865,764231,22 parcelas até 2023-11-18,47530,2023-02-27,326,108228
2023-02-16,59863,7880,Manutenção de Máquinas,Sudeste,Sim,2023-02-18,Compra de Matéria-prima,Aquisição de materiais,28934,Boleto,A Receber,2023-09-08,68942,Pago,178782,Controle de Qualidade,85707,176433,85875,417866,16 parcelas até 2023-10-14,46593,2023-01-05,124,80185
2023-02-17,22279,36595,Qualidade,Sul,Sim,2023-06-03,Manutenção de Equipamentos,Venda a cliente,70276,Cartão de Crédito,A Receber,2023-10-16,66581,Pendente,121569,Manutenção,77081,194571,88712,511278,16 parcelas até 2023-07-17,26568,2023-10-07,371,133238
2023-02-18,66072,21425,Produção,Sul,Sim,2023-05-24,Manutenção de Equipamentos,Aquisição de materiais,46781,PIX,A Pagar,2023-07-18,79319,Atrasado,300159,Logística,43211,207447,71824,717877,32 parcelas até 2023-06-26,21491,2023-08-11,422,127017
2023-02-19,56134,73573,Manutenção de Máquinas,Sudeste,Não,2023-10-07,Venda de Produtos,Aquisição de materiais,90272,PIX,A Receber,2023-09-03,56785,Pendente,396829,Logística,86178,121540,89692,844079,33 parcelas até 2023-04-14,30282,2023-10-20,383,65888
2023-02-20,80199,9382,Produção,Sul,Não,2023-01-09,Compra de Matéria-prima,Reparo de máquina,73852,Boleto,A Pagar,2023-12-31,13238,Pendente,50695,Logística,37916,271035,79853,406049,36 parcelas até 2023-12-13,25136,2023-04-11,129,98870
2023-02-21,83649,23283,Manutenção de Máquinas,Sul,Não,2023-12-10,Pagamento de Fornecedor,Reparo de máquina,75210,PIX,A Pagar,2023-12-20,34151,Atrasado,373081,Logística,97006,258224,124932,789599,35 parcelas até 2023-08-20,8817,2023-05-04,85,147795
2023-02-22,83873,42885,Qualidade,Norte,Sim,2023-03-23,Venda de Produtos,Frete de entrega,107748,Cartão de Crédito,A Pagar,2023-05-24,76683,Pago,123143,Produção,73982,163145,105973,756105,30 parcelas até 2023-06-18,14852,2023-12-25,84,145713
2023-02-23,79880,17926,Logística,Sul,Sim,2023-07-05,Venda de Produtos,Frete de entrega,96635,Transferência,A Pagar,2023-02-01,61292,Atrasado,244025,Produção,30867,117979,20158,559013,35 parcelas até 2023-12-28,23900,2023-03-20,227,46331
2023-02-24,80071,5267,Manutenção de Máquinas,Norte,Sim,2023-08-17,Compra de Matéria-prima,Reparo de máquina,93424,Boleto,A Pagar,2023-11-08,71399,Atrasado,92723,Produção,75812,105132,29305,497964,31 parcelas até 2023-03-30,23377,2023-04-28,402,149687
2023-02-25,67759,22867,Logística,Sul,Sim,2023-05-02,Compra de Matéria-prima,Aquisição de materiais,45192,PIX,A Receber,2023-05-08,8337,Pendente,102737,Controle de Qualidade,61675,131198,63712,117823,27 parcelas até 2023-11-27,45925,2023-07-18,456,54127
2023-02-26,42614,33571,Produção,Norte,Sim,2023-12-01,Compra de Matéria-prima,Reparo de máquina,113034,Cartão de Crédito,A Receber,2023-01-01,47878,Atrasado,124297,Controle de Qualidade,81319,257096,20046,412054,8 parcelas até 2023-05-04,29115,2023-01-15,309,102244
2023-02-27,18164,47967,Produção,Nordeste,Não,2023-05-04,Compra de Matéria-prima,Reparo de máquina,68120,Transferência,A Pagar,2023-08-08,37661,Pago,356370,Logística,77239,95282,143308,144433,31 parcelas até 2023-07-07,33417,2023-08-01,476,146233
2023-02-28,69782,68637,Produção,Sul,Sim,2023-02-28,Compra de Matéria-prima,Reparo de máquina,62803,Cartão de Crédito,A Pagar,2023-03-02,10719,Atrasado,99206,Logística,53672,172434,111156,564965,34 parcelas até 2023-05-13,6179,2023-12-08,102,149369
2023-03-01,29660,57918,Qualidade,Norte,Sim,2023-01-22,Pagamento de Fornecedor,Venda a cliente,90229,Cartão de Crédito,A Pagar,2023-12-16,38973,Pendente,453426,Logística,95424,78640,102894,295214,31 parcelas até 2023-11-15,26080,2023-12-10,103,35895
2023-03-02,22127,49338,Logística,Nordeste,Não,2023-10-13,Manutenção de Equipamentos,Reparo de máquina,116383,Cartão de Crédito,A Pagar,2023-12-31,24181,Atrasado,292348,Manutenção,70157,119863,134897,632053,29 parcelas até 2023-11-26,17980,2023-05-27,361,143750
2023-03-03,81918,16992,Logística,Nordeste,Sim,2023-07-09,Compra de Matéria-prima,Reparo de máquina,31739,Cartão de Crédito,A Receber,2023-11-28,45788,Pago,118584,Logística,40389,187003,116994,863151,24 parcelas até 2023-11-07,6562,2023-08-26,422,80729
2023-03-04,15795,46453,Produção,Sul,Sim,2023-02-11,Manutenção de Equipamentos,Aquisição de materiais,44625,Transferência,A Pagar,2023-11-02,7107,Atrasado,134707,Logística,87864,272646,47138,861321,26 parcelas até 2023-12-07,8993,2023-03-01,490,140807
2023-03-05,47807,69882,Logística,Sudeste,Não,2023-04-02,Compra de Matéria-prima,Aquisição de materiais,18415,Cartão de Crédito,A Pagar,2023-02-03,21636,Pendente,166734,Produção,39848,166038,106693,483877,8 parcelas até 2023-10-22,29041,2023-11-06,358,24716
2023-03-06,93522,65330,Qualidade,Norte,Sim,2023-05-01,Venda de Produtos,Venda a cliente,108684,Transferência,A Pagar,2023-03-20,38410,Atrasado,363517,Logística,37910,284726,121763,753449,33 parcelas até 2023-04-12,45119,2023-02-15,325,60667
2023-03-07,26152,21362,Qualidade,Sudeste,Não,2023-10-28,Pagamento de Fornecedor,Frete de entrega,53326,Transferência,A Pagar,2023-05-11,28195,Atrasado,330032,Controle de Qualidade,38104,285523,144772,617172,26 parcelas até 2023-08-04,41817,2023-02-04,346,140315
2023-03-08,21143,67527,Produção,Nordeste,Sim,2023-09-17,Venda de Produtos,Frete de entrega,19930,Cartão de Crédito,A Pagar,2023-11-11,13224,Atrasado,159556,Produção,42177,234002,65652,623452,18 parcelas até 2023-08-10,21812,2023-10-09,289,81754
2023-03-09,17617,76690,Manutenção de Máquinas,Nordeste,Sim,2023-07-08,Manutenção de Equipamentos,Frete de entrega,39096,Boleto,A Pagar,2023-04-21,40163,Pendente,163877,Produção,33770,111324,126986,996962,27 parcelas até 2023-02-17,7892,2023-01-23,198,20225
2023-03-10,61966,23991,Produção,Norte,Não,2023-03-09,Pagamento de Fornecedor,Venda a cliente,31439,Cartão de Crédito,A Receber,2023-05-27,61040,Atrasado,89829,Produção,40234,296718,35896,961861,21 parcelas até 2023-10-21,5701,2023-02-03,480,125135
2023-03-11,26082,50712,Produção,Norte,Não,2023-10-09,Venda de Produtos,Reparo de máquina,44474,Cartão de Crédito,A Receber,2023-06-25,48300,Atrasado,476670,Controle de Qualidade,36959,115254,24178,593169,32 parcelas até 2023-03-10,38010,2023-08-13,109,16779
2023-03-12,87654,43416,Qualidade,Norte,Sim,2023-07-09,Manutenção de Equipamentos,Aquisição de materiais,116956,Transferência,A Receber,2023-01-13,50922,Atrasado,123408,Controle de Qualidade,74400,161366,139311,557315,23 parcelas até 2023-07-02,42964,2023-09-11,444,99739
2023-03-13,42459,37317,Logística,Sudeste,Sim,2023-10-21,Compra de Matéria-prima,Aquisição de materiais,49967,Cartão de Crédito,A Receber,2023-03-05,78050,Atrasado,296280,Manutenção,76128,123326,140301,336141,16 parcelas até 2023-04-02,36978,2023-03-06,275,58360
2023-03-14,92740,15383,Logística,Sudeste,Sim,2023-02-04,Venda de Produtos,Aquisição de materiais,55170,Boleto,A Receber,2023-12-19,17634,Pendente,167204,Controle de Qualidade,41208,241101,81197,432722,30 parcelas até 2023-03-17,28590,2023-12-29,247,32396
2023-03-15,91863,70960,Produção,Norte,Não,2023-03-06,Pagamento de Fornecedor,Aquisição de materiais,6138,PIX,A Receber,2023-04-15,25614,Pago,156432,Produção,70332,206040,135435,273378,36 parcelas até 2023-06-28,7812,2023-04-19,148,72681
2023-03-16,20164,18387,Manutenção de Máquinas,Nordeste,Sim,2023-11-07,Manutenção de Equipamentos,Venda a cliente,117256,PIX,A Pagar,2023-03-16,58871,Atrasado,203967,Controle de Qualidade,80977,65091,122641,147266,14 parcelas até 2023-06-25,5505,2023-12-06,201,126325
2023-03-17,12053,76242,Manutenção de Máquinas,Sudeste,Sim,2023-02-12,Manutenção de Equipamentos,Reparo de máquina,93572,PIX,A Pagar,2023-02-13,15742,Pendente,266685,Manutenção,58053,201281,44686,661864,13 parcelas até 2023-01-21,32041,2023-08-17,212,93815
2023-03-18,45212,35981,Manutenção de Máquinas,Sudeste,Não,2023-03-26,Manutenção de Equipamentos,Frete de entrega,70161,Boleto,A Pagar,2023-01-07,42138,Pendente,434211,Controle de Qualidade,70103,194856,148788,326480,28 parcelas até 2023-06-06,24336,2023-11-09,266,52842
2023-03-19,89355,65330,Qualidade,Sudeste,Sim,2023-01-29,Manutenção de Equipamentos,Venda a cliente,42208,PIX,A Receber,2023-06-05,21017,Atrasado,164206,Manutenção,55190,210572,34655,769098,12 parcelas até 2023-03-27,10631,2023-03-01,352,88336
2023-03-20,93489,68658,Produção,Sudeste,Sim,2023-08-16,Venda de Produtos,Aquisição de materiais,37474,Cartão de Crédito,A Pagar,2023-07-03,71154,Pendente,229643,Controle de Qualidade,56604,277182,126490,126807,22 parcelas até 2023-10-05,42919,2023-07-21,214,129867
2023-03-21,40519,21992,Logística,Sul,Sim,2023-06-18,Venda de Produtos,Reparo de máquina,58367,Boleto,A Receber,2023-12-29,16064,Pendente,199915,Produção,76368,95868,142065,518388,33 parcelas até 2023-03-11,19759,2023-01-13,170,47809
2023-03-22,43341,24235,Manutenção de Máquinas,Sul,Sim,2023-08-16,Venda de Produtos,Reparo de máquina,100775,Cartão de Crédito,A Receber,2023-05-24,57365,Pendente,67010,Manutenção,73290,294621,131946,191307,29 parcelas até 2023-12-19,47840,2023-07-13,444,59904
2023-03-23,64144,56047,Logística,Sul,Sim,2023-02-27,Manutenção de Equipamentos,Reparo de máquina,118654,Cartão de Crédito,A Pagar,2023-07-29,42565,Pago,156862,Logística,72631,140694,53098,138284,27 parcelas até 2023-12-31,39169,2023-04-30,294,84189
2023-03-24,15977,26378,Qualidade,Sudeste,Não,2023-12-09,Compra de Matéria-prima,Reparo de máquina,75690,Cartão de Crédito,A Pagar,2023-04-20,68496,Pago,321739,Controle de Qualidade,39915,187296,112806,898106,29 parcelas até 2023-07-26,48736,2023-02-01,459,86809
2023-03-25,36735,42186,Qualidade,Sul,Sim,2023-02-27,Venda de Produtos,Venda a cliente,43281,Cartão de Crédito,A Receber,2023-11-09,17713,Pendente,229885,Logística,34812,168439,145570,50119,24 parcelas até 2023-05-10,49245,2023-12-25,100,15701
2023-03-26,63899,36499,Manutenção de Máquinas,Sudeste,Sim,2023-02-24,Compra de Matéria-prima,Reparo de máquina,64185,PIX,A Receber,2023-10-03,69625,Pago,248752,Logística,44933,218798,136770,828620,34 parcelas até 2023-03-29,24532,2023-06-19,349,40204
2023-03-27,44927,64733,Produção,Norte,Não,2023-06-10,Compra de Matéria-prima,Reparo de máquina,51009,Transferência,A Pagar,2023-10-20,17014,Pendente,365169,Manutenção,62511,63876,78257,51009,3 parcelas até 2023-06-19,20614,2023-11-29,434,41022
2023-03-28,81732,13967,Logística,Sudeste,Sim,2023-02-26,Compra de Matéria-prima,Frete de entrega,72135,Boleto,A Pagar,2023-09-28,23940,Pendente,392715,Logística,87231,215515,98895,536799,34 parcelas até 2023-06-27,19720,2023-04-09,296,116002
2023-03-29,12293,70059,Logística,Sul,Não,2023-11-04,Compra de Matéria-prima,Venda a cliente,69619,Cartão de Crédito,A Receber,2023-08-31,40380,Pago,193284,Manutenção,34719,109033,69557,876617,28 parcelas até 2023-02-16,42998,2023-05-06,322,72835
2023-03-30,82310,25598,Logística,Norte,Sim,2023-09-07,Manutenção de Equipamentos,Reparo de máquina,80816,PIX,A Pagar,2023-05-14,48464,Pendente,285137,Controle de Qualidade,94935,75030,97774,136613,22 parcelas até 2023-09-26,39541,2023-08-01,230,87113
2023-03-31,47168,68173,Produção,Norte,Sim,2023-06-19,Venda de Produtos,Frete de entrega,31840,Boleto,A Receber,2023-09-30,58115,Pendente,410981,Logística,39476,147421,121946,471277,15 parcelas até 2023-07-12,15986,2023-10-28,326,85596
2023-04-01,67877,8479,Produção,Sul,Não,2023-06-11,Venda de Produtos,Reparo de máquina,75746,Boleto,A Pagar,2023-11-06,47696,Pago,281699,Logística,45140,213760,68280,363328,6 parcelas até 2023-09-26,47357,2023-08-06,55,32230
2023-04-02,77724,12362,Qualidade,Sudeste,Sim,2023-04-30,Pagamento de Fornecedor,Reparo de máquina,6663,Cartão de Crédito,A Receber,2023-06-05,11646,Pago,265814,Manutenção,40505,177706,115743,866219,22 parcelas até 2023-12-01,37620,2023-04-08,433,149071
2023-04-03,70283,70573,Logística,Nordeste,Sim,2023-04-10,Pagamento de Fornecedor,Venda a cliente,15176,Boleto,A Receber,2023-02-20,69674,Pendente,125868,Manutenção,49405,116653,102314,258528,15 parcelas até 2023-07-19,47751,2023-09-26,428,52290
2023-04-04,47345,27153,Logística,Nordeste,Não,2023-01-12,Manutenção de Equipamentos,Venda a cliente,22434,PIX,A Receber,2023-07-23,13734,Pago,86285,Produção,47146,265627,135642,910259,20 parcelas até 2023-10-24,18250,2023-03-26,198,12639
2023-04-05,57834,43101,Logística,Sudeste,Sim,2023-03-23,Pagamento de Fornecedor,Venda a cliente,62640,PIX,A Receber,2023-01-18,75999,Atrasado,162105,Produção,52878,224384,118674,812773,21 parcelas até 2023-05-07,36268,2023-08-12,123,91936
2023-04-06,44502,65988,Produção,Sudeste,Sim,2023-11-14,Pagamento de Fornecedor,Aquisição de materiais,37822,Boleto,A Pagar,2023-11-13,21737,Atrasado,136176,Manutenção,33955,158442,139299,377545,7 parcelas até 2023-12-09,9165,2023-10-25,371,110332
2023-04-07,53603,51213,Manutenção de Máquinas,Nordeste,Sim,2023-06-08,Pagamento de Fornecedor,Reparo de máquina,6622,Transferência,A Pagar,2023-07-01,22578,Atrasado,396631,Manutenção,74707,271580,54058,798861,23 parcelas até 2023-10-21,38447,2023-01-30,200,140630
2023-04-08,41395,22559,Manutenção de Máquinas,Nordeste,Sim,2023-06-27,Compra de Matéria-prima,Venda a cliente,48047,Cartão de Crédito,A Pagar,2023-07-15,43160,Atrasado,490237,Manutenção,49735,248784,110689,820872,6 parcelas até 2023-07-01,38887,2023-01-27,108,64382
2023-04-09,30963,32867,Produção,Norte,Não,2023-09-28,Compra de Matéria-prima,Venda a cliente,64314,Transferência,A Receber,2023-09-02,51520,Pendente,357127,Controle de Qualidade,31655,96261,25753,649360,26 parcelas até 2023-09-15,10416,2023-12-15,79,105975
2023-04-10,68013,54742,Manutenção de Máquinas,Norte,Sim,2023-08-03,Venda de Produtos,Frete de entrega,30424,Transferência,A Receber,2023-01-16,63341,Atrasado,401087,Manutenção,80444,261826,56635,850939,27 parcelas até 2023-10-29,37001,2023-08-11,155,90747
